9,0.453125,0.868519,0,0.445833,0.738889,0,0.438542,0.597222,0,0.48125,0.60463,0,0.484375,0.744444,0,0.484375,0.868519,0,0.455208,0.597222,0,0.460938,0.475,0,0.464583,0.393519,0,0.467187,0.292593,0,0.418229,0.601852,0,0.421875,0.515741,0,0.436979,0.412963,0,0.503646,0.409259,0,0.501563,0.521296,0,0.501563,0.601852,0
19,0.453125,0.862037,0,0.445833,0.738889,0,0.443229,0.59537,0,0.482292,0.597222,0,0.484375,0.738889,0,0.484375,0.868519,0,0.459896,0.601852,0,0.4625,0.475,0,0.464062,0.390741,0,0.467187,0.292593,0,0.41875,0.59537,0,0.421875,0.515741,0,0.4375,0.412963,0,0.503646,0.410185,0,0.498437,0.521296,0,0.497917,0.600926,0
29,0.453125,0.862037,0,0.445833,0.738889,0,0.441667,0.593519,0,0.484375,0.600926,0,0.484375,0.744444,0,0.484375,0.868519,0,0.4625,0.603704,0,0.463542,0.476852,0,0.464062,0.391667,0,0.467187,0.292593,0,0.420312,0.599074,0,0.422396,0.511111,0,0.436458,0.411111,0,0.502604,0.413889,0,0.508854,0.525,0,0.498437,0.596296,0
39,0.451562,0.869444,0,0.444792,0.739815,0,0.444271,0.59537,0,0.482812,0.603704,0,0.486458,0.739815,0,0.486458,0.869444,0,0.461979,0.597222,0,0.464062,0.473148,0,0.465625,0.390741,0,0.465625,0.29537,0,0.420312,0.603704,0,0.423958,0.517593,0,0.436458,0.418519,0,0.503646,0.416667,0,0.503646,0.524074,0,0.499479,0.60463,0
49,0.451562,0.869444,0,0.441667,0.739815,0,0.445312,0.597222,0,0.48125,0.601852,0,0.480208,0.74537,0,0.486458,0.869444,0,0.4625,0.601852,0,0.464583,0.475,0,0.466146,0.390741,0,0.469271,0.29537,0,0.420833,0.599074,0,0.421875,0.523148,0,0.434896,0.415741,0,0.502083,0.412037,0,0.507812,0.525926,0,0.503646,0.603704,0
59,0.451562,0.869444,0,0.444792,0.746296,0,0.444792,0.594444,0,0.482812,0.601852,0,0.482812,0.746296,0,0.482812,0.869444,0,0.461979,0.593519,0,0.465625,0.47037,0,0.467708,0.388889,0,0.469271,0.292593,0,0.420312,0.603704,0,0.423958,0.524074,0,0.438542,0.413889,0,0.500521,0.410185,0,0.503646,0.524074,0,0.498437,0.608333,0
69,0.451562,0.869444,0,0.444792,0.746296,0,0.444271,0.597222,0,0.482812,0.601852,0,0.482812,0.746296,0,0.482812,0.869444,0,0.461979,0.601852,0,0.465625,0.474074,0,0.467708,0.388889,0,0.469271,0.292593,0,0.420312,0.603704,0,0.423958,0.524074,0,0.438542,0.413889,0,0.500521,0.410185,0,0.503646,0.524074,0,0.498437,0.608333,0
79,0.452604,0.865741,0,0.445833,0.749074,0,0.443229,0.59537,0,0.479167,0.600926,0,0.483854,0.749074,0,0.483854,0.872222,0,0.459375,0.599074,0,0.463021,0.473148,0,0.465104,0.389815,0,0.466667,0.290741,0,0.421354,0.606481,0,0.423438,0.515741,0,0.438542,0.412963,0,0.503646,0.406481,0,0.504687,0.525926,0,0.501563,0.6,0
89,0.452604,0.865741,0,0.445833,0.742593,0,0.443229,0.597222,0,0.479687,0.603704,0,0.483854,0.742593,0,0.483854,0.865741,0,0.459375,0.597222,0,0.4625,0.473148,0,0.464583,0.390741,0,0.466667,0.290741,0,0.421354,0.6,0,0.425,0.519444,0,0.435417,0.418519,0,0.502083,0.408333,0,0.504687,0.525926,0,0.501563,0.6,0
99,0.452083,0.865741,0,0.445312,0.741667,0,0.443229,0.598148,0,0.478125,0.602778,0,0.483854,0.741667,0,0.483854,0.865741,0,0.458854,0.602778,0,0.461458,0.474074,0,0.463021,0.388889,0,0.466146,0.292593,0,0.420833,0.60463,0,0.420833,0.516667,0,0.434896,0.412037,0,0.5,0.4,0,0.504687,0.523148,0,0.501563,0.603704,0
