9,0.514062,0.786111,0,0.507812,0.675,0,0.511458,0.512963,0,0.552604,0.512037,0,0.547917,0.675,0,0.546354,0.784259,0,0.532292,0.512963,0,0.534375,0.375926,0,0.535937,0.285185,0,0.536979,0.183333,0,0.480729,0.524074,0,0.478646,0.42963,0,0.496875,0.312963,0,0.569792,0.319444,0,0.580729,0.42963,0,0.577083,0.525926,0
19,0.514062,0.786111,0,0.507812,0.675,0,0.511458,0.512963,0,0.552604,0.512037,0,0.547917,0.675,0,0.546354,0.784259,0,0.532292,0.512963,0,0.534375,0.375926,0,0.535937,0.285185,0,0.536979,0.183333,0,0.480729,0.524074,0,0.478646,0.42963,0,0.496875,0.312963,0,0.569792,0.319444,0,0.580729,0.42963,0,0.577083,0.525926,0
29,0.514062,0.786111,0,0.507812,0.675,0,0.511458,0.512963,0,0.552604,0.512037,0,0.547917,0.675,0,0.546354,0.784259,0,0.532292,0.512963,0,0.534375,0.375926,0,0.535937,0.285185,0,0.536979,0.183333,0,0.480729,0.524074,0,0.478646,0.42963,0,0.496875,0.312963,0,0.569792,0.319444,0,0.580729,0.42963,0,0.577083,0.525926,0
39,0.514062,0.786111,0,0.507812,0.675,0,0.511458,0.512963,0,0.552604,0.512037,0,0.547917,0.675,0,0.546354,0.784259,0,0.532292,0.512963,0,0.534375,0.375926,0,0.535937,0.285185,0,0.536979,0.183333,0,0.480729,0.524074,0,0.478646,0.42963,0,0.496875,0.312963,0,0.569792,0.319444,0,0.580729,0.42963,0,0.577083,0.525926,0
49,0.514062,0.786111,0,0.507812,0.675,0,0.511458,0.512963,0,0.552604,0.512037,0,0.547917,0.675,0,0.546354,0.784259,0,0.532292,0.512963,0,0.534375,0.375926,0,0.535937,0.285185,0,0.536979,0.183333,0,0.480729,0.524074,0,0.478646,0.42963,0,0.496875,0.312963,0,0.569792,0.319444,0,0.580729,0.42963,0,0.577083,0.525926,0
59,0.514062,0.786111,0,0.507812,0.675,0,0.511458,0.512963,0,0.552604,0.512037,0,0.547917,0.675,0,0.546354,0.784259,0,0.532292,0.512963,0,0.534375,0.375926,0,0.535937,0.285185,0,0.536979,0.183333,0,0.480729,0.524074,0,0.478646,0.42963,0,0.496875,0.312963,0,0.569792,0.319444,0,0.580729,0.42963,0,0.577083,0.525926,0
69,0.514062,0.786111,0,0.507812,0.675,0,0.511458,0.512963,0,0.552604,0.512037,0,0.547917,0.675,0,0.546354,0.784259,0,0.532292,0.512963,0,0.534375,0.375926,0,0.535937,0.285185,0,0.536979,0.183333,0,0.480729,0.524074,0,0.478646,0.42963,0,0.496875,0.312963,0,0.569792,0.319444,0,0.580729,0.42963,0,0.577083,0.525926,0
79,0.514062,0.786111,0,0.507812,0.675,0,0.511458,0.512963,0,0.552604,0.512037,0,0.547917,0.675,0,0.546354,0.784259,0,0.532292,0.512963,0,0.534375,0.375926,0,0.535937,0.285185,0,0.536979,0.183333,0,0.480729,0.524074,0,0.478646,0.42963,0,0.496875,0.312963,0,0.569792,0.319444,0,0.580729,0.42963,0,0.577083,0.525926,0
89,0.514062,0.786111,0,0.507812,0.675,0,0.511458,0.512963,0,0.552604,0.512037,0,0.547917,0.675,0,0.546354,0.784259,0,0.532292,0.512963,0,0.534375,0.375926,0,0.535937,0.285185,0,0.536979,0.183333,0,0.480729,0.524074,0,0.478646,0.42963,0,0.496875,0.312963,0,0.569792,0.319444,0,0.580729,0.42963,0,0.577083,0.525926,0
99,0.514062,0.786111,0,0.507812,0.675,0,0.511458,0.512963,0,0.552604,0.512037,0,0.547917,0.675,0,0.546354,0.784259,0,0.532292,0.512963,0,0.534375,0.375926,0,0.535937,0.285185,0,0.536979,0.183333,0,0.480729,0.524074,0,0.478646,0.42963,0,0.496875,0.312963,0,0.569792,0.319444,0,0.580729,0.42963,0,0.577083,0.525926,0
