9,0.507292,0.826852,0,0.511979,0.680556,0,0.510417,0.525926,0,0.469271,0.528704,0,0.484896,0.682407,0,0.486458,0.825926,0,0.493229,0.525926,0,0.489583,0.382407,0,0.486979,0.286111,0,0.502604,0.221296,0,0.545833,0.519444,0,0.538021,0.431481,0,0.520833,0.330556,0,0.463021,0.346296,0,0.452604,0.433333,0,0.457813,0.543519,0
19,0.507292,0.826852,0,0.511979,0.680556,0,0.510417,0.525926,0,0.469271,0.528704,0,0.484896,0.682407,0,0.486458,0.825926,0,0.493229,0.525926,0,0.489583,0.382407,0,0.486979,0.286111,0,0.502604,0.221296,0,0.545833,0.519444,0,0.538021,0.431481,0,0.520833,0.330556,0,0.463021,0.346296,0,0.452604,0.433333,0,0.457813,0.543519,0
29,0.507292,0.826852,0,0.511979,0.680556,0,0.510417,0.525926,0,0.469271,0.528704,0,0.484896,0.682407,0,0.486458,0.825926,0,0.493229,0.525926,0,0.489583,0.382407,0,0.486979,0.286111,0,0.502604,0.221296,0,0.545833,0.519444,0,0.538021,0.431481,0,0.520833,0.330556,0,0.463021,0.346296,0,0.452604,0.433333,0,0.457813,0.543519,0
39,0.507292,0.826852,0,0.511979,0.680556,0,0.510417,0.525926,0,0.469271,0.528704,0,0.484896,0.682407,0,0.486458,0.825926,0,0.493229,0.525926,0,0.489583,0.382407,0,0.486979,0.286111,0,0.502604,0.221296,0,0.545833,0.519444,0,0.538021,0.431481,0,0.520833,0.330556,0,0.458854,0.348148,0,0.452604,0.433333,0,0.457813,0.543519,0
49,0.506771,0.825,0,0.511979,0.680556,0,0.510417,0.525926,0,0.469271,0.528704,0,0.484896,0.682407,0,0.486458,0.825926,0,0.493229,0.525926,0,0.489583,0.382407,0,0.486979,0.286111,0,0.502604,0.221296,0,0.545833,0.519444,0,0.538021,0.431481,0,0.520833,0.330556,0,0.458854,0.348148,0,0.452604,0.433333,0,0.457813,0.543519,0
59,0.506771,0.825,0,0.511979,0.680556,0,0.510417,0.525926,0,0.469271,0.528704,0,0.484896,0.682407,0,0.486458,0.825926,0,0.493229,0.525926,0,0.489583,0.382407,0,0.486979,0.286111,0,0.498437,0.212963,0,0.545833,0.519444,0,0.538021,0.431481,0,0.520833,0.330556,0,0.458854,0.348148,0,0.452604,0.433333,0,0.457813,0.543519,0
69,0.506771,0.825,0,0.511979,0.680556,0,0.510417,0.525926,0,0.469271,0.528704,0,0.484896,0.682407,0,0.486458,0.825926,0,0.493229,0.525926,0,0.486979,0.382407,0,0.482812,0.286111,0,0.494271,0.215741,0,0.545833,0.519444,0,0.538021,0.431481,0,0.520833,0.330556,0,0.458854,0.348148,0,0.451562,0.437037,0,0.453646,0.530556,0
79,0.506771,0.825,0,0.511979,0.680556,0,0.510417,0.525926,0,0.469271,0.528704,0,0.484896,0.682407,0,0.486458,0.825926,0,0.493229,0.525926,0,0.486979,0.382407,0,0.482812,0.286111,0,0.494271,0.215741,0,0.545833,0.519444,0,0.538021,0.431481,0,0.520833,0.330556,0,0.458854,0.348148,0,0.451562,0.437037,0,0.453646,0.530556,0
89,0.506771,0.825,0,0.511979,0.680556,0,0.510417,0.525926,0,0.469271,0.528704,0,0.484896,0.682407,0,0.486458,0.825926,0,0.493229,0.525926,0,0.486979,0.382407,0,0.482812,0.286111,0,0.494271,0.215741,0,0.545833,0.519444,0,0.538021,0.431481,0,0.520833,0.330556,0,0.458854,0.348148,0,0.451562,0.437037,0,0.453646,0.530556,0
99,0.506771,0.825,0,0.511979,0.680556,0,0.510417,0.525926,0,0.469271,0.528704,0,0.480208,0.682407,0,0.480208,0.82037,0,0.493229,0.525926,0,0.486979,0.382407,0,0.482812,0.286111,0,0.494271,0.215741,0,0.545833,0.519444,0,0.538021,0.431481,0,0.520833,0.330556,0,0.458854,0.348148,0,0.451562,0.437037,0,0.453646,0.530556,0
109,0.505729,0.823148,0,0.511979,0.680556,0,0.510417,0.525926,0,0.469271,0.528704,0,0.480208,0.682407,0,0.480208,0.82037,0,0.493229,0.525926,0,0.486979,0.382407,0,0.482812,0.286111,0,0.494271,0.215741,0,0.545833,0.519444,0,0.538021,0.431481,0,0.520833,0.330556,0,0.458854,0.348148,0,0.451562,0.437037,0,0.453646,0.530556,0
119,0.503646,0.824074,0,0.503125,0.680556,0,0.495833,0.514815,0,0.45625,0.516667,0,0.473958,0.680556,0,0.476562,0.82037,0,0.479687,0.516667,0,0.492708,0.387963,0,0.501563,0.302778,0,0.528125,0.260185,0,0.5375,0.530556,0,0.532813,0.437037,0,0.527083,0.34537,0,0.474479,0.34537,0,0.454688,0.435185,0,0.446354,0.526852,0
129,0.503646,0.824074,0,0.503125,0.680556,0,0.484896,0.524074,0,0.448958,0.518519,0,0.473958,0.680556,0,0.476562,0.82037,0,0.469792,0.522222,0,0.501563,0.428704,0,0.522396,0.366667,0,0.555208,0.356481,0,0.526042,0.552778,0,0.531771,0.456481,0,0.539583,0.399074,0,0.489583,0.386111,0,0.459896,0.460185,0,0.435937,0.564815,0
139,0.503125,0.827778,0,0.514062,0.703704,0,0.480208,0.550926,0,0.439583,0.541667,0,0.473958,0.680556,0,0.476562,0.82037,0,0.464062,0.539815,0,0.505208,0.467593,0,0.532292,0.419444,0,0.55625,0.414815,0,0.509375,0.580556,0,0.530729,0.512963,0,0.542708,0.45,0,0.495312,0.427778,0,0.459375,0.47963,0,0.427083,0.574074,0
149,0.504687,0.827778,0,0.514062,0.703704,0,0.478125,0.563889,0,0.438021,0.559259,0,0.474479,0.690741,0,0.476562,0.82037,0,0.461458,0.563889,0,0.498437,0.476852,0,0.523438,0.419444,0,0.547917,0.408333,0,0.504687,0.590741,0,0.521875,0.517593,0,0.532813,0.446296,0,0.495312,0.427778,0,0.45,0.478704,0,0.424479,0.568519,0
159,0.507292,0.826852,0,0.514062,0.703704,0,0.467187,0.580556,0,0.429167,0.578704,0,0.477604,0.698148,0,0.476562,0.82037,0,0.451042,0.57963,0,0.478125,0.456481,0,0.495833,0.375,0,0.522396,0.347222,0,0.502604,0.577778,0,0.508854,0.49537,0,0.514062,0.411111,0,0.458854,0.40463,0,0.417708,0.494444,0,0.411458,0.590741,0
169,0.505208,0.828704,0,0.514062,0.703704,0,0.467187,0.580556,0,0.436458,0.577778,0,0.477604,0.698148,0,0.476562,0.82037,0,0.451042,0.57963,0,0.4625,0.436111,0,0.469792,0.339815,0,0.495833,0.296296,0,0.503125,0.582407,0,0.504167,0.488889,0,0.496354,0.387037,0,0.436458,0.397222,0,0.411458,0.493519,0,0.411979,0.591667,0
179,0.505208,0.828704,0,0.514062,0.703704,0,0.467187,0.580556,0,0.436458,0.577778,0,0.477604,0.698148,0,0.476562,0.82037,0,0.451042,0.57963,0,0.452604,0.430556,0,0.453646,0.331481,0,0.476562,0.275,0,0.516667,0.57963,0,0.505208,0.477778,0,0.483333,0.377778,0,0.423438,0.402778,0,0.404167,0.494444,0,0.40625,0.569444,0
189,0.505208,0.828704,0,0.514062,0.703704,0,0.467187,0.580556,0,0.436458,0.577778,0,0.477604,0.698148,0,0.476562,0.82037,0,0.451042,0.57963,0,0.447396,0.428704,0,0.445312,0.327778,0,0.469271,0.265741,0,0.517708,0.556481,0,0.502083,0.483333,0,0.476042,0.373148,0,0.422396,0.39537,0,0.423438,0.487963,0,0.440625,0.552778,0
199,0.505208,0.828704,0,0.510938,0.701852,0,0.467187,0.580556,0,0.427604,0.581481,0,0.477604,0.698148,0,0.476562,0.82037,0,0.451562,0.583333,0,0.449479,0.437037,0,0.448437,0.338889,0,0.46875,0.262963,0,0.502083,0.567593,0,0.496354,0.481481,0,0.479687,0.380556,0,0.422396,0.39537,0,0.420833,0.478704,0,0.440625,0.552778,0
209,0.505208,0.828704,0,0.510938,0.701852,0,0.467187,0.580556,0,0.427604,0.581481,0,0.477604,0.698148,0,0.476562,0.82037,0,0.451562,0.583333,0,0.449479,0.437037,0,0.448437,0.338889,0,0.46875,0.262963,0,0.504687,0.567593,0,0.496354,0.481481,0,0.479687,0.380556,0,0.422396,0.39537,0,0.420833,0.478704,0,0.440625,0.552778,0
219,0.505208,0.828704,0,0.510938,0.701852,0,0.467187,0.580556,0,0.427604,0.581481,0,0.477604,0.698148,0,0.476562,0.82037,0,0.451562,0.583333,0,0.449479,0.437037,0,0.448437,0.338889,0,0.46875,0.262963,0,0.504687,0.567593,0,0.496354,0.481481,0,0.479687,0.380556,0,0.422396,0.39537,0,0.420833,0.478704,0,0.440625,0.552778,0
229,0.505208,0.828704,0,0.510938,0.701852,0,0.467187,0.580556,0,0.427604,0.581481,0,0.477604,0.698148,0,0.476562,0.82037,0,0.451562,0.583333,0,0.449479,0.437037,0,0.448437,0.338889,0,0.46875,0.262963,0,0.504687,0.567593,0,0.496354,0.481481,0,0.479687,0.380556,0,0.422396,0.39537,0,0.420833,0.478704,0,0.440625,0.552778,0
239,0.505208,0.828704,0,0.510938,0.701852,0,0.467187,0.580556,0,0.427604,0.581481,0,0.477604,0.698148,0,0.476562,0.82037,0,0.451562,0.583333,0,0.449479,0.437037,0,0.448437,0.338889,0,0.46875,0.262963,0,0.504687,0.567593,0,0.496354,0.481481,0,0.479687,0.380556,0,0.422396,0.39537,0,0.420833,0.478704,0,0.440625,0.552778,0
249,0.505208,0.828704,0,0.510938,0.701852,0,0.467187,0.580556,0,0.427604,0.581481,0,0.477604,0.698148,0,0.476562,0.82037,0,0.451562,0.583333,0,0.449479,0.437037,0,0.448437,0.338889,0,0.46875,0.262963,0,0.504687,0.567593,0,0.496354,0.481481,0,0.478125,0.384259,0,0.41875,0.393519,0,0.420833,0.478704,0,0.440625,0.552778,0
259,0.505208,0.828704,0,0.510938,0.701852,0,0.467187,0.580556,0,0.427604,0.581481,0,0.477604,0.698148,0,0.476562,0.82037,0,0.451562,0.583333,0,0.449479,0.437037,0,0.448437,0.338889,0,0.46875,0.262963,0,0.504687,0.567593,0,0.496354,0.481481,0,0.478125,0.384259,0,0.41875,0.393519,0,0.420833,0.478704,0,0.440625,0.552778,0
269,0.505208,0.828704,0,0.510938,0.701852,0,0.467187,0.580556,0,0.427604,0.581481,0,0.477604,0.698148,0,0.476562,0.82037,0,0.451562,0.583333,0,0.449479,0.437037,0,0.448437,0.338889,0,0.46875,0.262963,0,0.504687,0.567593,0,0.496354,0.481481,0,0.478125,0.384259,0,0.41875,0.393519,0,0.420833,0.478704,0,0.440625,0.552778,0
